rt;stimulus;key_press;test_part;correct_response;trial_type;trial_index;time_elapsed;internal_node_id;correct
2814;ImagesCoins/10L92.5.png;190;test;.;image-keyboard-response;4;19350;0.0-3.0-1.0;true
1240;ImagesCoins/10R110.png;188;test;.;image-keyboard-response;6;21102;0.0-3.0-1.1;false
2450;ImagesCoins/10R100.png;188;test;.;image-keyboard-response;8;24055;0.0-3.0-1.2;false
1573;ImagesCoins/10L100.png;190;test;.;image-keyboard-response;10;26142;0.0-3.0-1.3;true
1147;ImagesCoins/10R97.5.png;188;test;,;image-keyboard-response;12;27814;0.0-3.0-1.4;true
1678;ImagesCoins/10L97.5.png;190;test;.;image-keyboard-response;14;30006;0.0-3.0-1.5;true
1523;ImagesCoins/10R95.png;188;test;,;image-keyboard-response;16;32038;0.0-3.0-1.6;true
1782;ImagesCoins/10L95.png;190;test;.;image-keyboard-response;18;34343;0.0-3.0-1.7;true
1766;ImagesCoins/10L102.5.png;188;test;,;image-keyboard-response;20;36614;0.0-3.0-1.8;true
800;ImagesCoins/10L107.5.png;188;test;,;image-keyboard-response;22;37918;0.0-3.0-1.9;true
788;ImagesCoins/10L110.png;188;test;,;image-keyboard-response;24;39222;0.0-3.0-1.10;true
721;ImagesCoins/10R107.5.png;190;test;.;image-keyboard-response;26;40446;0.0-3.0-1.11;true
921;ImagesCoins/10R102.5.png;190;test;.;image-keyboard-response;28;41870;0.0-3.0-1.12;true
1298;ImagesCoins/10R90.png;188;test;,;image-keyboard-response;30;43670;0.0-3.0-1.13;true
1691;ImagesCoins/10R92.5.png;188;test;,;image-keyboard-response;32;45878;0.0-3.0-1.14;true
942;ImagesCoins/10L90.png;190;test;.;image-keyboard-response;34;47334;0.0-3.0-1.15;true
1760;ImagesCoins/10L105.png;188;test;,;image-keyboard-response;36;49598;0.0-3.0-1.16;true
817;ImagesCoins/10R105.png;190;test;.;image-keyboard-response;38;50918;0.0-3.0-1.17;true
1129;ImagesCoins/10R97.5.png;190;test;,;image-keyboard-response;40;52550;0.0-3.0-1.18;false
1862;ImagesCoins/10R95.png;188;test;,;image-keyboard-response;42;54926;0.0-3.0-1.19;true
1720;ImagesCoins/10R92.5.png;188;test;,;image-keyboard-response;44;57151;0.0-3.0-1.20;true
1264;ImagesCoins/10L95.png;190;test;.;image-keyboard-response;46;58918;0.0-3.0-1.21;true
1443;ImagesCoins/10L97.5.png;190;test;.;image-keyboard-response;48;60864;0.0-3.0-1.22;true
1017;ImagesCoins/10R100.png;190;test;.;image-keyboard-response;50;62385;0.0-3.0-1.23;true
905;ImagesCoins/10L105.png;188;test;,;image-keyboard-response;52;63793;0.0-3.0-1.24;true
847;ImagesCoins/10R107.5.png;190;test;.;image-keyboard-response;54;65151;0.0-3.0-1.25;true
654;ImagesCoins/10R110.png;190;test;.;image-keyboard-response;56;66320;0.0-3.0-1.26;true
1111;ImagesCoins/10L100.png;188;test;.;image-keyboard-response;58;67946;0.0-3.0-1.27;false
636;ImagesCoins/10L107.5.png;188;test;,;image-keyboard-response;60;69088;0.0-3.0-1.28;true
993;ImagesCoins/10R102.5.png;190;test;.;image-keyboard-response;62;70584;0.0-3.0-1.29;true
1374;ImagesCoins/10L92.5.png;190;test;.;image-keyboard-response;64;72464;0.0-3.0-1.30;true
1154;ImagesCoins/10L102.5.png;188;test;,;image-keyboard-response;66;74120;0.0-3.0-1.31;true
2091;ImagesCoins/10R90.png;188;test;,;image-keyboard-response;68;76729;0.0-3.0-1.32;true
