"rt","stimulus","key_press","test_part","correct_response","trial_type","trial_index","time_elapsed","internal_node_id","correct"
"3825","ImagesCoins/10L100.png","188","test",".","image-keyboard-response","4","34610","0.0-3.0-1.0","false"
"1732","ImagesCoins/10R102.5.png","190","test",".","image-keyboard-response","6","36844","0.0-3.0-1.1","true"
"1657","ImagesCoins/10R110.png","190","test",".","image-keyboard-response","8","39003","0.0-3.0-1.2","true"
"1916","ImagesCoins/10R90.png","188","test",",","image-keyboard-response","10","41420","0.0-3.0-1.3","true"
"1043","ImagesCoins/10L110.png","188","test",",","image-keyboard-response","12","42965","0.0-3.0-1.4","true"
"1104","ImagesCoins/10R105.png","190","test",".","image-keyboard-response","14","44571","0.0-3.0-1.5","true"
"1986","ImagesCoins/10L92.5.png","190","test",".","image-keyboard-response","16","47059","0.0-3.0-1.6","true"
"836","ImagesCoins/10L107.5.png","188","test",",","image-keyboard-response","18","48396","0.0-3.0-1.7","true"
"1430","ImagesCoins/10R92.5.png","188","test",",","image-keyboard-response","20","50327","0.0-3.0-1.8","true"
"1581","ImagesCoins/10L95.png","190","test",".","image-keyboard-response","22","52410","0.0-3.0-1.9","true"
"1984","ImagesCoins/10R97.5.png","190","test",",","image-keyboard-response","24","54897","0.0-3.0-1.10","false"
"2710","ImagesCoins/10R95.png","188","test",",","image-keyboard-response","26","58108","0.0-3.0-1.11","true"
"899","ImagesCoins/10L90.png","190","test",".","image-keyboard-response","28","59509","0.0-3.0-1.12","true"
"1165","ImagesCoins/10L105.png","188","test",",","image-keyboard-response","30","61176","0.0-3.0-1.13","true"
"837","ImagesCoins/10R100.png","190","test",".","image-keyboard-response","32","62514","0.0-3.0-1.14","true"
"745","ImagesCoins/10R107.5.png","190","test",".","image-keyboard-response","34","63760","0.0-3.0-1.15","true"
"2376","ImagesCoins/10L97.5.png","190","test",".","image-keyboard-response","36","66639","0.0-3.0-1.16","true"
"1210","ImagesCoins/10L102.5.png","188","test",",","image-keyboard-response","38","68352","0.0-3.0-1.17","true"
"791","ImagesCoins/10R110.png","190","test",".","image-keyboard-response","40","69646","0.0-3.0-1.18","true"
"2547","ImagesCoins/10R90.png","188","test",",","image-keyboard-response","42","72695","0.0-3.0-1.19","true"
"804","ImagesCoins/10L110.png","188","test",",","image-keyboard-response","44","74001","0.0-3.0-1.20","true"
"1098","ImagesCoins/10R97.5.png","190","test",",","image-keyboard-response","46","75601","0.0-3.0-1.21","false"
"763","ImagesCoins/10R105.png","190","test",".","image-keyboard-response","48","76867","0.0-3.0-1.22","true"
"667","ImagesCoins/10R107.5.png","190","test",".","image-keyboard-response","50","78036","0.0-3.0-1.23","true"
"901","ImagesCoins/10L95.png","190","test",".","image-keyboard-response","52","79440","0.0-3.0-1.24","true"
"1402","ImagesCoins/10L102.5.png","188","test",",","image-keyboard-response","54","81344","0.0-3.0-1.25","true"
"873","ImagesCoins/10L107.5.png","188","test",",","image-keyboard-response","56","82720","0.0-3.0-1.26","true"
"1241","ImagesCoins/10R95.png","190","test",",","image-keyboard-response","58","84465","0.0-3.0-1.27","false"
"886","ImagesCoins/10R100.png","190","test",".","image-keyboard-response","60","85852","0.0-3.0-1.28","true"
"977","ImagesCoins/10L92.5.png","190","test",".","image-keyboard-response","62","87330","0.0-3.0-1.29","true"
"779","ImagesCoins/10L105.png","188","test",",","image-keyboard-response","64","88610","0.0-3.0-1.30","true"
"1753","ImagesCoins/10L97.5.png","188","test",".","image-keyboard-response","66","90865","0.0-3.0-1.31","false"
"917","ImagesCoins/10L100.png","188","test",".","image-keyboard-response","68","92284","0.0-3.0-1.32","false"
"770","ImagesCoins/10R102.5.png","190","test",".","image-keyboard-response","70","93559","0.0-3.0-1.33","true"
